Year,Period ID,Period,Area,Adjusted,Unemployment
"1999","08","Aug","Brownsville-Harlingen MSA","Adj","11,645"
"1999","09","Sep","Brownsville-Harlingen MSA","Adj","11,828"
"1999","10","Oct","Brownsville-Harlingen MSA","Adj","12,031"
"1999","11","Nov","Brownsville-Harlingen MSA","Adj","12,191"
"1999","12","Dec","Brownsville-Harlingen MSA","Adj","12,284"
"1998","01","Jan","Brownsville-Harlingen MSA","Adj","15,906"
"1998","02","Feb","Brownsville-Harlingen MSA","Adj","16,090"
"1998","03","Mar","Brownsville-Harlingen MSA","Adj","16,155"
"1998","04","Apr","Brownsville-Harlingen MSA","Adj","15,999"
"1998","05","May","Brownsville-Harlingen MSA","Adj","16,030"
"1998","06","Jun","Brownsville-Harlingen MSA","Adj","16,311"
"1998","07","Jul","Brownsville-Harlingen MSA","Adj","16,504"
"1998","08","Aug","Brownsville-Harlingen MSA","Adj","16,770"
"1998","09","Sep","Brownsville-Harlingen MSA","Adj","16,866"
"1998","10","Oct","Brownsville-Harlingen MSA","Adj","16,648"
"1998","11","Nov","Brownsville-Harlingen MSA","Adj","16,524"
"1998","12","Dec","Brownsville-Harlingen MSA","Adj","16,348"
"1997","01","Jan","Brownsville-Harlingen MSA","Adj","15,411"
"1997","02","Feb","Brownsville-Harlingen MSA","Adj","15,594"
"1997","03","Mar","Brownsville-Harlingen MSA","Adj","15,680"
"1997","04","Apr","Brownsville-Harlingen MSA","Adj","15,695"
"1997","05","May","Brownsville-Harlingen MSA","Adj","15,679"
"1997","06","Jun","Brownsville-Harlingen MSA","Adj","15,896"
"1997","07","Jul","Brownsville-Harlingen MSA","Adj","16,076"
"1997","08","Aug","Brownsville-Harlingen MSA","Adj","15,869"
"1997","09","Sep","Brownsville-Harlingen MSA","Adj","15,714"
"1997","10","Oct","Brownsville-Harlingen MSA","Adj","15,706"
"1997","11","Nov","Brownsville-Harlingen MSA","Adj","15,608"
"1997","12","Dec","Brownsville-Harlingen MSA","Adj","15,670"
"1996","01","Jan","Brownsville-Harlingen MSA","Adj","15,789"
"1996","02","Feb","Brownsville-Harlingen MSA","Adj","15,966"
"1996","03","Mar","Brownsville-Harlingen MSA","Adj","16,302"
"1996","04","Apr","Brownsville-Harlingen MSA","Adj","16,257"
"1996","05","May","Brownsville-Harlingen MSA","Adj","15,898"
"1996","06","Jun","Brownsville-Harlingen MSA","Adj","15,257"
"1996","07","Jul","Brownsville-Harlingen MSA","Adj","14,855"
"1996","08","Aug","Brownsville-Harlingen MSA","Adj","14,836"
"1996","09","Sep","Brownsville-Harlingen MSA","Adj","14,981"
"1996","10","Oct","Brownsville-Harlingen MSA","Adj","15,353"
"1996","11","Nov","Brownsville-Harlingen MSA","Adj","15,527"
"1996","12","Dec","Brownsville-Harlingen MSA","Adj","15,377"
"1995","01","Jan","Brownsville-Harlingen MSA","Adj","14,180"
"1995","02","Feb","Brownsville-Harlingen MSA","Adj","14,179"
"1995","03","Mar","Brownsville-Harlingen MSA","Adj","14,419"
"1995","04","Apr","Brownsville-Harlingen MSA","Adj","15,272"
"1995","05","May","Brownsville-Harlingen MSA","Adj","15,964"
"1995","06","Jun","Brownsville-Harlingen MSA","Adj","16,103"
"1995","07","Jul","Brownsville-Harlingen MSA","Adj","16,191"
"1995","08","Aug","Brownsville-Harlingen MSA","Adj","16,250"
"1995","09","Sep","Brownsville-Harlingen MSA","Adj","16,235"
"1995","10","Oct","Brownsville-Harlingen MSA","Adj","16,274"
"1995","11","Nov","Brownsville-Harlingen MSA","Adj","16,243"
"1995","12","Dec","Brownsville-Harlingen MSA","Adj","16,029"
"1994","01","Jan","Brownsville-Harlingen MSA","Adj","16,340"
"1994","02","Feb","Brownsville-Harlingen MSA","Adj","16,343"
"1994","03","Mar","Brownsville-Harlingen MSA","Adj","16,165"
"1994","04","Apr","Brownsville-Harlingen MSA","Adj","15,865"
"1994","05","May","Brownsville-Harlingen MSA","Adj","15,681"
"1994","06","Jun","Brownsville-Harlingen MSA","Adj","15,749"
"1994","07","Jul","Brownsville-Harlingen MSA","Adj","15,811"
"1994","08","Aug","Brownsville-Harlingen MSA","Adj","15,672"
"1994","09","Sep","Brownsville-Harlingen MSA","Adj","15,326"
"1994","10","Oct","Brownsville-Harlingen MSA","Adj","14,771"
"1994","11","Nov","Brownsville-Harlingen MSA","Adj","14,181"
"1994","12","Dec","Brownsville-Harlingen MSA","Adj","14,019"
"1993","01","Jan","Brownsville-Harlingen MSA","Adj","15,793"
"1993","02","Feb","Brownsville-Harlingen MSA","Adj","15,506"
"1993","03","Mar","Brownsville-Harlingen MSA","Adj","15,301"
"1993","04","Apr","Brownsville-Harlingen MSA","Adj","15,324"
"1993","05","May","Brownsville-Harlingen MSA","Adj","15,599"
"1993","06","Jun","Brownsville-Harlingen MSA","Adj","15,893"
"1993","07","Jul","Brownsville-Harlingen MSA","Adj","16,012"
"1993","08","Aug","Brownsville-Harlingen MSA","Adj","16,012"
"1993","09","Sep","Brownsville-Harlingen MSA","Adj","16,204"
"1993","10","Oct","Brownsville-Harlingen MSA","Adj","16,443"
"1993","11","Nov","Brownsville-Harlingen MSA","Adj","16,356"
"1993","12","Dec","Brownsville-Harlingen MSA","Adj","16,251"
"1992","01","Jan","Brownsville-Harlingen MSA","Adj","17,252"
"1992","02","Feb","Brownsville-Harlingen MSA","Adj","17,236"
"1992","03","Mar","Brownsville-Harlingen MSA","Adj","16,593"
"1992","04","Apr","Brownsville-Harlingen MSA","Adj","16,045"
"1992","05","May","Brownsville-Harlingen MSA","Adj","16,261"
"1992","06","Jun","Brownsville-Harlingen MSA","Adj","16,836"
"1992","07","Jul","Brownsville-Harlingen MSA","Adj","17,013"
"1992","08","Aug","Brownsville-Harlingen MSA","Adj","16,810"
"1992","09","Sep","Brownsville-Harlingen MSA","Adj","16,495"
"1992","10","Oct","Brownsville-Harlingen MSA","Adj","16,164"
"1992","11","Nov","Brownsville-Harlingen MSA","Adj","16,114"
"1992","12","Dec","Brownsville-Harlingen MSA","Adj","16,078"
"1991","01","Jan","Brownsville-Harlingen MSA","Adj","15,588"
"1991","02","Feb","Brownsville-Harlingen MSA","Adj","15,849"
"1991","03","Mar","Brownsville-Harlingen MSA","Adj","16,228"
"1991","04","Apr","Brownsville-Harlingen MSA","Adj","16,609"
"1991","05","May","Brownsville-Harlingen MSA","Adj","16,678"
"1991","06","Jun","Brownsville-Harlingen MSA","Adj","16,341"
"1991","07","Jul","Brownsville-Harlingen MSA","Adj","16,015"
"1991","08","Aug","Brownsville-Harlingen MSA","Adj","16,061"
"1991","09","Sep","Brownsville-Harlingen MSA","Adj","16,356"
"1991","10","Oct","Brownsville-Harlingen MSA","Adj","16,766"
"1991","11","Nov","Brownsville-Harlingen MSA","Adj","17,022"
"1991","12","Dec","Brownsville-Harlingen MSA","Adj","17,073"
"1990","01","Jan","Brownsville-Harlingen MSA","Adj","12,370"
"1990","02","Feb","Brownsville-Harlingen MSA","Adj","12,563"
"1990","03","Mar","Brownsville-Harlingen MSA","Adj","12,826"
"1990","04","Apr","Brownsville-Harlingen MSA","Adj","12,942"
"1990","05","May","Brownsville-Harlingen MSA","Adj","12,778"
"1990","06","Jun","Brownsville-Harlingen MSA","Adj","12,722"
"1990","07","Jul","Brownsville-Harlingen MSA","Adj","13,096"
"1990","08","Aug","Brownsville-Harlingen MSA","Adj","13,565"
"1990","09","Sep","Brownsville-Harlingen MSA","Adj","13,677"
"1990","10","Oct","Brownsville-Harlingen MSA","Adj","13,735"
"1990","11","Nov","Brownsville-Harlingen MSA","Adj","14,313"
"1990","12","Dec","Brownsville-Harlingen MSA","Adj","15,118"
"2017","01","Jan","College Station-Bryan MSA","Adj","4,665"
"2017","02","Feb","College Station-Bryan MSA","Adj","4,902"
"2017","03","Mar","College Station-Bryan MSA","Adj","4,930"
"2017","04","Apr","College Station-Bryan MSA","Adj","4,602"
"2017","05","May","College Station-Bryan MSA","Adj","4,367"
"2017","06","Jun","College Station-Bryan MSA","Adj","4,193"
"2017","07","Jul","College Station-Bryan MSA","Adj","3,961"
"2017","08","Aug","College Station-Bryan MSA","Adj","4,146"
"2017","09","Sep","College Station-Bryan MSA","Adj","3,882"
"2016","01","Jan","College Station-Bryan MSA","Adj","4,210"
"2016","02","Feb","College Station-Bryan MSA","Adj","4,214"
"2016","03","Mar","College Station-Bryan MSA","Adj","4,463"
"2016","04","Apr","College Station-Bryan MSA","Adj","4,498"
"2016","05","May","College Station-Bryan MSA","Adj","4,310"
"2016","06","Jun","College Station-Bryan MSA","Adj","4,224"
"2016","07","Jul","College Station-Bryan MSA","Adj","4,419"
"2016","08","Aug","College Station-Bryan MSA","Adj","4,650"
"2016","09","Sep","College Station-Bryan MSA","Adj","4,679"
"2016","10","Oct","College Station-Bryan MSA","Adj","4,483"
"2016","11","Nov","College Station-Bryan MSA","Adj","4,313"
"2016","12","Dec","College Station-Bryan MSA","Adj","4,650"
"2015","01","Jan","College Station-Bryan MSA","Adj","4,330"
"2015","02","Feb","College Station-Bryan MSA","Adj","4,296"
"2015","03","Mar","College Station-Bryan MSA","Adj","4,265"
"2015","04","Apr","College Station-Bryan MSA","Adj","4,322"
"2015","05","May","College Station-Bryan MSA","Adj","4,321"
"2015","06","Jun","College Station-Bryan MSA","Adj","4,224"
"2015","07","Jul","College Station-Bryan MSA","Adj","4,136"
"2015","08","Aug","College Station-Bryan MSA","Adj","4,113"
"2015","09","Sep","College Station-Bryan MSA","Adj","4,203"
"2015","10","Oct","College Station-Bryan MSA","Adj","4,325"
"2015","11","Nov","College Station-Bryan MSA","Adj","4,379"
"2015","12","Dec","College Station-Bryan MSA","Adj","4,388"
"2014","01","Jan","College Station-Bryan MSA","Adj","5,398"
"2014","02","Feb","College Station-Bryan MSA","Adj","5,398"
"2014","03","Mar","College Station-Bryan MSA","Adj","5,253"
"2014","04","Apr","College Station-Bryan MSA","Adj","5,025"
"2014","05","May","College Station-Bryan MSA","Adj","4,941"
"2014","06","Jun","College Station-Bryan MSA","Adj","4,941"
"2014","07","Jul","College Station-Bryan MSA","Adj","4,977"
"2014","08","Aug","College Station-Bryan MSA","Adj","4,900"
"2014","09","Sep","College Station-Bryan MSA","Adj","4,708"
"2014","10","Oct","College Station-Bryan MSA","Adj","4,567"
"2014","11","Nov","College Station-Bryan MSA","Adj","4,432"
"2014","12","Dec","College Station-Bryan MSA","Adj","4,332"
"2013","01","Jan","College Station-Bryan MSA","Adj","6,319"
"2013","02","Feb","College Station-Bryan MSA","Adj","6,207"
"2013","03","Mar","College Station-Bryan MSA","Adj","6,111"
"2013","04","Apr","College Station-Bryan MSA","Adj","6,138"
"2013","05","May","College Station-Bryan MSA","Adj","6,203"
"2013","06","Jun","College Station-Bryan MSA","Adj","6,188"
"2013","07","Jul","College Station-Bryan MSA","Adj","6,053"
"2013","08","Aug","College Station-Bryan MSA","Adj","5,916"
"2013","09","Sep","College Station-Bryan MSA","Adj","5,861"
"2013","10","Oct","College Station-Bryan MSA","Adj","5,771"
"2013","11","Nov","College Station-Bryan MSA","Adj","5,617"
"2013","12","Dec","College Station-Bryan MSA","Adj","5,475"
"2012","01","Jan","College Station-Bryan MSA","Adj","6,615"
"2012","02","Feb","College Station-Bryan MSA","Adj","6,528"
"2012","03","Mar","College Station-Bryan MSA","Adj","6,471"
"2012","04","Apr","College Station-Bryan MSA","Adj","6,432"
"2012","05","May","College Station-Bryan MSA","Adj","6,424"
"2012","06","Jun","College Station-Bryan MSA","Adj","6,443"
"2012","07","Jul","College Station-Bryan MSA","Adj","6,431"
"2012","08","Aug","College Station-Bryan MSA","Adj","6,263"
"2012","09","Sep","College Station-Bryan MSA","Adj","6,097"
"2012","10","Oct","College Station-Bryan MSA","Adj","6,072"
"2012","11","Nov","College Station-Bryan MSA","Adj","6,117"
"2012","12","Dec","College Station-Bryan MSA","Adj","6,248"
"2011","01","Jan","College Station-Bryan MSA","Adj","7,535"
"2011","02","Feb","College Station-Bryan MSA","Adj","7,389"
"2011","03","Mar","College Station-Bryan MSA","Adj","7,326"
"2011","04","Apr","College Station-Bryan MSA","Adj","7,302"
"2011","05","May","College Station-Bryan MSA","Adj","7,326"
"2011","06","Jun","College Station-Bryan MSA","Adj","7,405"
"2011","07","Jul","College Station-Bryan MSA","Adj","7,424"
"2011","08","Aug","College Station-Bryan MSA","Adj","7,409"
"2011","09","Sep","College Station-Bryan MSA","Adj","7,369"
"2011","10","Oct","College Station-Bryan MSA","Adj","7,163"
"2011","11","Nov","College Station-Bryan MSA","Adj","6,907"
"2011","12","Dec","College Station-Bryan MSA","Adj","6,744"
"2010","01","Jan","College Station-Bryan MSA","Adj","7,500"
"2010","02","Feb","College Station-Bryan MSA","Adj","7,584"
"2010","03","Mar","College Station-Bryan MSA","Adj","7,604"
"2010","04","Apr","College Station-Bryan MSA","Adj","7,567"
"2010","05","May","College Station-Bryan MSA","Adj","7,442"
"2010","06","Jun","College Station-Bryan MSA","Adj","7,440"
"2010","07","Jul","College Station-Bryan MSA","Adj","7,566"
"2010","08","Aug","College Station-Bryan MSA","Adj","7,615"
"2010","09","Sep","College Station-Bryan MSA","Adj","7,554"
"2010","10","Oct","College Station-Bryan MSA","Adj","7,655"
"2010","11","Nov","College Station-Bryan MSA","Adj","7,835"
"2010","12","Dec","College Station-Bryan MSA","Adj","7,753"
"2009","01","Jan","College Station-Bryan MSA","Adj","5,159"
"2009","02","Feb","College Station-Bryan MSA","Adj","5,384"
"2009","03","Mar","College Station-Bryan MSA","Adj","5,463"
"2009","04","Apr","College Station-Bryan MSA","Adj","5,592"
"2009","05","May","College Station-Bryan MSA","Adj","6,069"
"2009","06","Jun","College Station-Bryan MSA","Adj","6,623"
"2009","07","Jul","College Station-Bryan MSA","Adj","6,878"
"2009","08","Aug","College Station-Bryan MSA","Adj","7,045"
"2009","09","Sep","College Station-Bryan MSA","Adj","7,176"
"2009","10","Oct","College Station-Bryan MSA","Adj","7,131"
"2009","11","Nov","College Station-Bryan MSA","Adj","7,123"
"2009","12","Dec","College Station-Bryan MSA","Adj","7,292"
"2008","01","Jan","College Station-Bryan MSA","Adj","3,815"
"2008","02","Feb","College Station-Bryan MSA","Adj","3,748"
"2008","03","Mar","College Station-Bryan MSA","Adj","3,798"
"2008","04","Apr","College Station-Bryan MSA","Adj","3,877"
"2008","05","May","College Station-Bryan MSA","Adj","3,991"
"2008","06","Jun","College Station-Bryan MSA","Adj","4,097"
"2008","07","Jul","College Station-Bryan MSA","Adj","4,243"
"2008","08","Aug","College Station-Bryan MSA","Adj","4,420"
"2008","09","Sep","College Station-Bryan MSA","Adj","4,522"
"2008","10","Oct","College Station-Bryan MSA","Adj","4,618"
"2008","11","Nov","College Station-Bryan MSA","Adj","4,747"
"2008","12","Dec","College Station-Bryan MSA","Adj","4,915"
"2007","01","Jan","College Station-Bryan MSA","Adj","3,919"
"2007","02","Feb","College Station-Bryan MSA","Adj","3,943"
"2007","03","Mar","College Station-Bryan MSA","Adj","3,861"
"2007","04","Apr","College Station-Bryan MSA","Adj","3,748"
"2007","05","May","College Station-Bryan MSA","Adj","3,643"
"2007","06","Jun","College Station-Bryan MSA","Adj","3,647"
"2007","07","Jul","College Station-Bryan MSA","Adj","3,673"
"2007","08","Aug","College Station-Bryan MSA","Adj","3,709"
"2007","09","Sep","College Station-Bryan MSA","Adj","3,794"
"2007","10","Oct","College Station-Bryan MSA","Adj","3,810"
"2007","11","Nov","College Station-Bryan MSA","Adj","3,844"
"2007","12","Dec","College Station-Bryan MSA","Adj","3,899"
"2006","01","Jan","College Station-Bryan MSA","Adj","4,435"
"2006","02","Feb","College Station-Bryan MSA","Adj","4,413"
"2006","03","Mar","College Station-Bryan MSA","Adj","4,475"
"2006","04","Apr","College Station-Bryan MSA","Adj","4,506"
"2006","05","May","College Station-Bryan MSA","Adj","4,402"
"2006","06","Jun","College Station-Bryan MSA","Adj","4,240"
"2006","07","Jul","College Station-Bryan MSA","Adj","4,157"
"2006","08","Aug","College Station-Bryan MSA","Adj","4,084"
"2006","09","Sep","College Station-Bryan MSA","Adj","3,986"
"2006","10","Oct","College Station-Bryan MSA","Adj","3,929"
"2006","11","Nov","College Station-Bryan MSA","Adj","3,870"
"2006","12","Dec","College Station-Bryan MSA","Adj","3,839"
"2005","01","Jan","College Station-Bryan MSA","Adj","4,551"
"2005","02","Feb","College Station-Bryan MSA","Adj","4,543"
"2005","03","Mar","College Station-Bryan MSA","Adj","4,487"
"2005","04","Apr","College Station-Bryan MSA","Adj","4,412"
"2005","05","May","College Station-Bryan MSA","Adj","4,279"
"2005","06","Jun","College Station-Bryan MSA","Adj","4,096"
"2005","07","Jul","College Station-Bryan MSA","Adj","4,076"
"2005","08","Aug","College Station-Bryan MSA","Adj","4,218"
"2005","09","Sep","College Station-Bryan MSA","Adj","4,337"
"2005","10","Oct","College Station-Bryan MSA","Adj","4,419"
"2005","11","Nov","College Station-Bryan MSA","Adj","4,538"
"2005","12","Dec","College Station-Bryan MSA","Adj","4,547"
"2004","01","Jan","College Station-Bryan MSA","Adj","4,795"
"2004","02","Feb","College Station-Bryan MSA","Adj","4,775"
"2004","03","Mar","College Station-Bryan MSA","Adj","4,768"
"2004","04","Apr","College Station-Bryan MSA","Adj","4,677"
"2004","05","May","College Station-Bryan MSA","Adj","4,552"
"2004","06","Jun","College Station-Bryan MSA","Adj","4,451"
"2004","07","Jul","College Station-Bryan MSA","Adj","4,344"
"2004","08","Aug","College Station-Bryan MSA","Adj","4,273"
"2004","09","Sep","College Station-Bryan MSA","Adj","4,294"
"2004","10","Oct","College Station-Bryan MSA","Adj","4,393"
"2004","11","Nov","College Station-Bryan MSA","Adj","4,491"
"2004","12","Dec","College Station-Bryan MSA","Adj","4,544"
"2003","01","Jan","College Station-Bryan MSA","Adj","4,727"
"2003","02","Feb","College Station-Bryan MSA","Adj","4,763"
"2003","03","Mar","College Station-Bryan MSA","Adj","4,819"
"2003","04","Apr","College Station-Bryan MSA","Adj","4,976"
"2003","05","May","College Station-Bryan MSA","Adj","5,190"
"2003","06","Jun","College Station-Bryan MSA","Adj","5,304"
"2003","07","Jul","College Station-Bryan MSA","Adj","5,234"
"2003","08","Aug","College Station-Bryan MSA","Adj","5,170"
"2003","09","Sep","College Station-Bryan MSA","Adj","5,137"
"2003","10","Oct","College Station-Bryan MSA","Adj","5,050"
"2003","11","Nov","College Station-Bryan MSA","Adj","4,926"
"2003","12","Dec","College Station-Bryan MSA","Adj","4,833"
"2002","01","Jan","College Station-Bryan MSA","Adj","3,994"
"2002","02","Feb","College Station-Bryan MSA","Adj","4,058"
"2002","03","Mar","College Station-Bryan MSA","Adj","4,307"
"2002","04","Apr","College Station-Bryan MSA","Adj","4,509"
"2002","05","May","College Station-Bryan MSA","Adj","4,539"
"2002","06","Jun","College Station-Bryan MSA","Adj","4,552"
"2002","07","Jul","College Station-Bryan MSA","Adj","4,512"
"2002","08","Aug","College Station-Bryan MSA","Adj","4,419"
"2002","09","Sep","College Station-Bryan MSA","Adj","4,427"
"2002","10","Oct","College Station-Bryan MSA","Adj","4,542"
"2002","11","Nov","College Station-Bryan MSA","Adj","4,646"
"2002","12","Dec","College Station-Bryan MSA","Adj","4,681"
"2001","01","Jan","College Station-Bryan MSA","Adj","3,321"
"2001","02","Feb","College Station-Bryan MSA","Adj","3,381"
"2001","03","Mar","College Station-Bryan MSA","Adj","3,510"
"2001","04","Apr","College Station-Bryan MSA","Adj","3,600"
"2001","05","May","College Station-Bryan MSA","Adj","3,566"
"2001","06","Jun","College Station-Bryan MSA","Adj","3,520"
"2001","07","Jul","College Station-Bryan MSA","Adj","3,594"
"2001","08","Aug","College Station-Bryan MSA","Adj","3,735"
"2001","09","Sep","College Station-Bryan MSA","Adj","3,859"
"2001","10","Oct","College Station-Bryan MSA","Adj","3,943"
"2001","11","Nov","College Station-Bryan MSA","Adj","3,982"
"2001","12","Dec","College Station-Bryan MSA","Adj","4,004"
"2000","01","Jan","College Station-Bryan MSA","Adj","3,819"
"2000","02","Feb","College Station-Bryan MSA","Adj","3,839"
"2000","03","Mar","College Station-Bryan MSA","Adj","3,744"
"2000","04","Apr","College Station-Bryan MSA","Adj","3,604"
"2000","05","May","College Station-Bryan MSA","Adj","3,507"
"2000","06","Jun","College Station-Bryan MSA","Adj","3,403"
"2000","07","Jul","College Station-Bryan MSA","Adj","3,364"
"2000","08","Aug","College Station-Bryan MSA","Adj","3,378"
"2000","09","Sep","College Station-Bryan MSA","Adj","3,384"
"2000","10","Oct","College Station-Bryan MSA","Adj","3,368"
"2000","11","Nov","College Station-Bryan MSA","Adj","3,324"
"2000","12","Dec","College Station-Bryan MSA","Adj","3,307"
"1999","01","Jan","College Station-Bryan MSA","Adj","1,814"
"1999","02","Feb","College Station-Bryan MSA","Adj","1,823"
"1999","03","Mar","College Station-Bryan MSA","Adj","1,841"
"1999","04","Apr","College Station-Bryan MSA","Adj","1,894"
"1999","05","May","College Station-Bryan MSA","Adj","1,963"
"1999","06","Jun","College Station-Bryan MSA","Adj","2,011"
"1999","07","Jul","College Station-Bryan MSA","Adj","2,028"
"1999","08","Aug","College Station-Bryan MSA","Adj","2,027"
"1999","09","Sep","College Station-Bryan MSA","Adj","2,019"
"1999","10","Oct","College Station-Bryan MSA","Adj","1,997"
"1999","11","Nov","College Station-Bryan MSA","Adj","1,973"
"1999","12","Dec","College Station-Bryan MSA","Adj","1,958"
"1998","01","Jan","College Station-Bryan MSA","Adj","1,919"
"1998","02","Feb","College Station-Bryan MSA","Adj","1,857"
"1998","03","Mar","College Station-Bryan MSA","Adj","1,792"
"1998","04","Apr","College Station-Bryan MSA","Adj","1,781"
"1998","05","May","College Station-Bryan MSA","Adj","1,840"
"1998","06","Jun","College Station-Bryan MSA","Adj","1,906"
"1998","07","Jul","College Station-Bryan MSA","Adj","1,915"
"1998","08","Aug","College Station-Bryan MSA","Adj","1,896"
"1998","09","Sep","College Station-Bryan MSA","Adj","1,897"
"1998","10","Oct","College Station-Bryan MSA","Adj","1,902"
"1998","11","Nov","College Station-Bryan MSA","Adj","1,869"
"1998","12","Dec","College Station-Bryan MSA","Adj","1,826"
"1997","01","Jan","College Station-Bryan MSA","Adj","2,388"
"1997","02","Feb","College Station-Bryan MSA","Adj","2,390"
"1997","03","Mar","College Station-Bryan MSA","Adj","2,356"
"1997","04","Apr","College Station-Bryan MSA","Adj","2,302"
"1997","05","May","College Station-Bryan MSA","Adj","2,261"
"1997","06","Jun","College Station-Bryan MSA","Adj","2,225"
"1997","07","Jul","College Station-Bryan MSA","Adj","2,189"
"1997","08","Aug","College Station-Bryan MSA","Adj","2,157"
"1997","09","Sep","College Station-Bryan MSA","Adj","2,097"
"1997","10","Oct","College Station-Bryan MSA","Adj","2,009"
"1997","11","Nov","College Station-Bryan MSA","Adj","1,942"
"1997","12","Dec","College Station-Bryan MSA","Adj","1,930"
"1996","01","Jan","College Station-Bryan MSA","Adj","2,574"
"1996","02","Feb","College Station-Bryan MSA","Adj","2,542"
"1996","03","Mar","College Station-Bryan MSA","Adj","2,573"
"1996","04","Apr","College Station-Bryan MSA","Adj","2,592"
"1996","05","May","College Station-Bryan MSA","Adj","2,533"
"1996","06","Jun","College Station-Bryan MSA","Adj","2,434"
"1996","07","Jul","College Station-Bryan MSA","Adj","2,356"
"1996","08","Aug","College Station-Bryan MSA","Adj","2,304"
"1996","09","Sep","College Station-Bryan MSA","Adj","2,282"
"1996","10","Oct","College Station-Bryan MSA","Adj","2,304"
"1996","11","Nov","College Station-Bryan MSA","Adj","2,350"
"1996","12","Dec","College Station-Bryan MSA","Adj","2,378"
"1995","01","Jan","College Station-Bryan MSA","Adj","2,953"
"1995","02","Feb","College Station-Bryan MSA","Adj","2,984"
"1995","03","Mar","College Station-Bryan MSA","Adj","3,020"
"1995","04","Apr","College Station-Bryan MSA","Adj","3,034"
"1995","05","May","College Station-Bryan MSA","Adj","2,980"
"1995","06","Jun","College Station-Bryan MSA","Adj","2,937"
"1995","07","Jul","College Station-Bryan MSA","Adj","2,947"
"1995","08","Aug","College Station-Bryan MSA","Adj","2,953"
"1995","09","Sep","College Station-Bryan MSA","Adj","2,906"
"1995","10","Oct","College Station-Bryan MSA","Adj","2,813"
"1995","11","Nov","College Station-Bryan MSA","Adj","2,716"
"1995","12","Dec","College Station-Bryan MSA","Adj","2,642"
"1994","01","Jan","College Station-Bryan MSA","Adj","2,456"
"1994","02","Feb","College Station-Bryan MSA","Adj","2,505"
"1994","03","Mar","College Station-Bryan MSA","Adj","2,503"
"1994","04","Apr","College Station-Bryan MSA","Adj","2,462"
"1994","05","May","College Station-Bryan MSA","Adj","2,440"
"1994","06","Jun","College Station-Bryan MSA","Adj","2,506"
"1994","07","Jul","College Station-Bryan MSA","Adj","2,625"
"1994","08","Aug","College Station-Bryan MSA","Adj","2,686"
"1994","09","Sep","College Station-Bryan MSA","Adj","2,689"
"1994","10","Oct","College Station-Bryan MSA","Adj","2,731"
"1994","11","Nov","College Station-Bryan MSA","Adj","2,813"
"1994","12","Dec","College Station-Bryan MSA","Adj","2,892"
"1993","01","Jan","College Station-Bryan MSA","Adj","2,825"
"1993","02","Feb","College Station-Bryan MSA","Adj","2,761"
"1993","03","Mar","College Station-Bryan MSA","Adj","2,687"
"1993","04","Apr","College Station-Bryan MSA","Adj","2,631"
"1993","05","May","College Station-Bryan MSA","Adj","2,575"
"1993","06","Jun","College Station-Bryan MSA","Adj","2,521"
"1993","07","Jul","College Station-Bryan MSA","Adj","2,485"
"1993","08","Aug","College Station-Bryan MSA","Adj","2,464"
"1993","09","Sep","College Station-Bryan MSA","Adj","2,453"
"1993","10","Oct","College Station-Bryan MSA","Adj","2,451"
"1993","11","Nov","College Station-Bryan MSA","Adj","2,433"
"1993","12","Dec","College Station-Bryan MSA","Adj","2,419"
"1992","01","Jan","College Station-Bryan MSA","Adj","2,854"
"1992","02","Feb","College Station-Bryan MSA","Adj","2,798"
"1992","03","Mar","College Station-Bryan MSA","Adj","2,753"
"1992","04","Apr","College Station-Bryan MSA","Adj","2,704"
"1992","05","May","College Station-Bryan MSA","Adj","2,699"
"1992","06","Jun","College Station-Bryan MSA","Adj","2,709"
"1992","07","Jul","College Station-Bryan MSA","Adj","2,697"
"1992","08","Aug","College Station-Bryan MSA","Adj","2,696"
"1992","09","Sep","College Station-Bryan MSA","Adj","2,705"
"1992","10","Oct","College Station-Bryan MSA","Adj","2,719"
"1992","11","Nov","College Station-Bryan MSA","Adj","2,768"
"1992","12","Dec","College Station-Bryan MSA","Adj","2,824"
"1991","01","Jan","College Station-Bryan MSA","Adj","2,844"
"1991","02","Feb","College Station-Bryan MSA","Adj","2,902"
"1991","03","Mar","College Station-Bryan MSA","Adj","2,959"
"1991","04","Apr","College Station-Bryan MSA","Adj","2,958"
"1991","05","May","College Station-Bryan MSA","Adj","2,920"
"1991","06","Jun","College Station-Bryan MSA","Adj","2,866"
"1991","07","Jul","College Station-Bryan MSA","Adj","2,826"
"1991","08","Aug","College Station-Bryan MSA","Adj","2,837"
"1991","09","Sep","College Station-Bryan MSA","Adj","2,903"
"1991","10","Oct","College Station-Bryan MSA","Adj","2,983"
"1991","11","Nov","College Station-Bryan MSA","Adj","3,013"
"1991","12","Dec","College Station-Bryan MSA","Adj","2,955"
"1990","01","Jan","College Station-Bryan MSA","Adj","4,003"
"1990","02","Feb","College Station-Bryan MSA","Adj","4,002"
"1990","03","Mar","College Station-Bryan MSA","Adj","4,028"
"1990","04","Apr","College Station-Bryan MSA","Adj","4,078"
"1990","05","May","College Station-Bryan MSA","Adj","4,088"
"1990","06","Jun","College Station-Bryan MSA","Adj","4,041"
"1990","07","Jul","College Station-Bryan MSA","Adj","3,982"
"1990","08","Aug","College Station-Bryan MSA","Adj","3,962"
