Year,Period ID,Period,Area,Adjusted,Employment
"2006","05","May","Corpus Christi MSA","Adj","187,565"
"2006","06","Jun","Corpus Christi MSA","Adj","187,885"
"2006","07","Jul","Corpus Christi MSA","Adj","188,097"
"2006","08","Aug","Corpus Christi MSA","Adj","188,404"
"2006","09","Sep","Corpus Christi MSA","Adj","188,821"
"2006","10","Oct","Corpus Christi MSA","Adj","189,304"
"2006","11","Nov","Corpus Christi MSA","Adj","189,542"
"2006","12","Dec","Corpus Christi MSA","Adj","189,097"
"2005","01","Jan","Corpus Christi MSA","Adj","185,229"
"2005","02","Feb","Corpus Christi MSA","Adj","185,162"
"2005","03","Mar","Corpus Christi MSA","Adj","185,798"
"2005","04","Apr","Corpus Christi MSA","Adj","187,077"
"2005","05","May","Corpus Christi MSA","Adj","187,329"
"2005","06","Jun","Corpus Christi MSA","Adj","186,637"
"2005","07","Jul","Corpus Christi MSA","Adj","186,298"
"2005","08","Aug","Corpus Christi MSA","Adj","186,278"
"2005","09","Sep","Corpus Christi MSA","Adj","186,105"
"2005","10","Oct","Corpus Christi MSA","Adj","185,503"
"2005","11","Nov","Corpus Christi MSA","Adj","185,020"
"2005","12","Dec","Corpus Christi MSA","Adj","185,356"
"2004","01","Jan","Corpus Christi MSA","Adj","184,139"
"2004","02","Feb","Corpus Christi MSA","Adj","184,209"
"2004","03","Mar","Corpus Christi MSA","Adj","184,105"
"2004","04","Apr","Corpus Christi MSA","Adj","183,731"
"2004","05","May","Corpus Christi MSA","Adj","183,536"
"2004","06","Jun","Corpus Christi MSA","Adj","183,787"
"2004","07","Jul","Corpus Christi MSA","Adj","184,114"
"2004","08","Aug","Corpus Christi MSA","Adj","184,335"
"2004","09","Sep","Corpus Christi MSA","Adj","184,381"
"2004","10","Oct","Corpus Christi MSA","Adj","184,564"
"2004","11","Nov","Corpus Christi MSA","Adj","185,034"
"2004","12","Dec","Corpus Christi MSA","Adj","185,263"
"2003","01","Jan","Corpus Christi MSA","Adj","181,322"
"2003","02","Feb","Corpus Christi MSA","Adj","181,717"
"2003","03","Mar","Corpus Christi MSA","Adj","181,832"
"2003","04","Apr","Corpus Christi MSA","Adj","181,987"
"2003","05","May","Corpus Christi MSA","Adj","182,210"
"2003","06","Jun","Corpus Christi MSA","Adj","182,365"
"2003","07","Jul","Corpus Christi MSA","Adj","182,770"
"2003","08","Aug","Corpus Christi MSA","Adj","183,254"
"2003","09","Sep","Corpus Christi MSA","Adj","183,401"
"2003","10","Oct","Corpus Christi MSA","Adj","183,600"
"2003","11","Nov","Corpus Christi MSA","Adj","183,903"
"2003","12","Dec","Corpus Christi MSA","Adj","184,049"
"2002","01","Jan","Corpus Christi MSA","Adj","177,010"
"2002","02","Feb","Corpus Christi MSA","Adj","177,364"
"2002","03","Mar","Corpus Christi MSA","Adj","177,256"
"2002","04","Apr","Corpus Christi MSA","Adj","177,234"
"2002","05","May","Corpus Christi MSA","Adj","177,727"
"2002","06","Jun","Corpus Christi MSA","Adj","178,038"
"2002","07","Jul","Corpus Christi MSA","Adj","178,101"
"2002","08","Aug","Corpus Christi MSA","Adj","178,777"
"2002","09","Sep","Corpus Christi MSA","Adj","179,860"
"2002","10","Oct","Corpus Christi MSA","Adj","180,268"
"2002","11","Nov","Corpus Christi MSA","Adj","180,342"
"2002","12","Dec","Corpus Christi MSA","Adj","180,749"
"2001","01","Jan","Corpus Christi MSA","Adj","177,697"
"2001","02","Feb","Corpus Christi MSA","Adj","178,150"
"2001","03","Mar","Corpus Christi MSA","Adj","177,461"
"2001","04","Apr","Corpus Christi MSA","Adj","176,262"
"2001","05","May","Corpus Christi MSA","Adj","175,731"
"2001","06","Jun","Corpus Christi MSA","Adj","176,082"
"2001","07","Jul","Corpus Christi MSA","Adj","176,251"
"2001","08","Aug","Corpus Christi MSA","Adj","176,146"
"2001","09","Sep","Corpus Christi MSA","Adj","176,251"
"2001","10","Oct","Corpus Christi MSA","Adj","176,248"
"2001","11","Nov","Corpus Christi MSA","Adj","176,356"
"2001","12","Dec","Corpus Christi MSA","Adj","176,666"
"2000","01","Jan","Corpus Christi MSA","Adj","176,767"
"2000","02","Feb","Corpus Christi MSA","Adj","176,105"
"2000","03","Mar","Corpus Christi MSA","Adj","175,697"
"2000","04","Apr","Corpus Christi MSA","Adj","175,583"
"2000","05","May","Corpus Christi MSA","Adj","175,406"
"2000","06","Jun","Corpus Christi MSA","Adj","175,457"
"2000","07","Jul","Corpus Christi MSA","Adj","175,596"
"2000","08","Aug","Corpus Christi MSA","Adj","175,325"
"2000","09","Sep","Corpus Christi MSA","Adj","174,634"
"2000","10","Oct","Corpus Christi MSA","Adj","174,287"
"2000","11","Nov","Corpus Christi MSA","Adj","174,874"
"2000","12","Dec","Corpus Christi MSA","Adj","176,276"
"1999","01","Jan","Corpus Christi MSA","Adj","174,866"
"1999","02","Feb","Corpus Christi MSA","Adj","174,735"
"1999","03","Mar","Corpus Christi MSA","Adj","174,306"
"1999","04","Apr","Corpus Christi MSA","Adj","173,971"
"1999","05","May","Corpus Christi MSA","Adj","174,000"
"1999","06","Jun","Corpus Christi MSA","Adj","174,210"
"1999","07","Jul","Corpus Christi MSA","Adj","174,161"
"1999","08","Aug","Corpus Christi MSA","Adj","173,969"
"1999","09","Sep","Corpus Christi MSA","Adj","173,764"
"1999","10","Oct","Corpus Christi MSA","Adj","173,644"
"1999","11","Nov","Corpus Christi MSA","Adj","173,747"
"1999","12","Dec","Corpus Christi MSA","Adj","173,982"
"1998","01","Jan","Corpus Christi MSA","Adj","173,607"
"1998","02","Feb","Corpus Christi MSA","Adj","173,150"
"1998","03","Mar","Corpus Christi MSA","Adj","172,891"
"1998","04","Apr","Corpus Christi MSA","Adj","172,765"
"1998","05","May","Corpus Christi MSA","Adj","172,538"
"1998","06","Jun","Corpus Christi MSA","Adj","172,514"
"1998","07","Jul","Corpus Christi MSA","Adj","172,740"
"1998","08","Aug","Corpus Christi MSA","Adj","172,834"
"1998","09","Sep","Corpus Christi MSA","Adj","172,961"
"1998","10","Oct","Corpus Christi MSA","Adj","173,256"
"1998","11","Nov","Corpus Christi MSA","Adj","173,720"
"1998","12","Dec","Corpus Christi MSA","Adj","174,391"
"1997","01","Jan","Corpus Christi MSA","Adj","173,688"
"1997","02","Feb","Corpus Christi MSA","Adj","174,055"
"1997","03","Mar","Corpus Christi MSA","Adj","174,143"
"1997","04","Apr","Corpus Christi MSA","Adj","173,873"
"1997","05","May","Corpus Christi MSA","Adj","173,204"
"1997","06","Jun","Corpus Christi MSA","Adj","172,731"
"1997","07","Jul","Corpus Christi MSA","Adj","172,731"
"1997","08","Aug","Corpus Christi MSA","Adj","172,851"
"1997","09","Sep","Corpus Christi MSA","Adj","173,136"
"1997","10","Oct","Corpus Christi MSA","Adj","173,644"
"1997","11","Nov","Corpus Christi MSA","Adj","174,077"
"1997","12","Dec","Corpus Christi MSA","Adj","174,051"
"1996","01","Jan","Corpus Christi MSA","Adj","167,123"
"1996","02","Feb","Corpus Christi MSA","Adj","167,841"
"1996","03","Mar","Corpus Christi MSA","Adj","168,750"
"1996","04","Apr","Corpus Christi MSA","Adj","170,051"
"1996","05","May","Corpus Christi MSA","Adj","171,443"
"1996","06","Jun","Corpus Christi MSA","Adj","172,335"
"1996","07","Jul","Corpus Christi MSA","Adj","172,974"
"1996","08","Aug","Corpus Christi MSA","Adj","173,628"
"1996","09","Sep","Corpus Christi MSA","Adj","174,078"
"1996","10","Oct","Corpus Christi MSA","Adj","173,935"
"1996","11","Nov","Corpus Christi MSA","Adj","173,358"
"1996","12","Dec","Corpus Christi MSA","Adj","173,240"
"1995","01","Jan","Corpus Christi MSA","Adj","167,432"
"1995","02","Feb","Corpus Christi MSA","Adj","167,516"
"1995","03","Mar","Corpus Christi MSA","Adj","167,686"
"1995","04","Apr","Corpus Christi MSA","Adj","167,860"
"1995","05","May","Corpus Christi MSA","Adj","167,750"
"1995","06","Jun","Corpus Christi MSA","Adj","167,382"
"1995","07","Jul","Corpus Christi MSA","Adj","167,038"
"1995","08","Aug","Corpus Christi MSA","Adj","166,981"
"1995","09","Sep","Corpus Christi MSA","Adj","167,123"
"1995","10","Oct","Corpus Christi MSA","Adj","167,245"
"1995","11","Nov","Corpus Christi MSA","Adj","167,130"
"1995","12","Dec","Corpus Christi MSA","Adj","166,885"
"1994","01","Jan","Corpus Christi MSA","Adj","165,220"
"1994","02","Feb","Corpus Christi MSA","Adj","165,018"
"1994","03","Mar","Corpus Christi MSA","Adj","164,899"
"1994","04","Apr","Corpus Christi MSA","Adj","165,254"
"1994","05","May","Corpus Christi MSA","Adj","165,801"
"1994","06","Jun","Corpus Christi MSA","Adj","166,000"
"1994","07","Jul","Corpus Christi MSA","Adj","166,159"
"1994","08","Aug","Corpus Christi MSA","Adj","166,617"
"1994","09","Sep","Corpus Christi MSA","Adj","167,114"
"1994","10","Oct","Corpus Christi MSA","Adj","167,416"
"1994","11","Nov","Corpus Christi MSA","Adj","167,547"
"1994","12","Dec","Corpus Christi MSA","Adj","167,481"
"1993","01","Jan","Corpus Christi MSA","Adj","162,789"
"1993","02","Feb","Corpus Christi MSA","Adj","163,101"
"1993","03","Mar","Corpus Christi MSA","Adj","163,120"
"1993","04","Apr","Corpus Christi MSA","Adj","162,769"
"1993","05","May","Corpus Christi MSA","Adj","162,681"
"1993","06","Jun","Corpus Christi MSA","Adj","162,987"
"1993","07","Jul","Corpus Christi MSA","Adj","163,491"
"1993","08","Aug","Corpus Christi MSA","Adj","163,853"
"1993","09","Sep","Corpus Christi MSA","Adj","163,818"
"1993","10","Oct","Corpus Christi MSA","Adj","163,937"
"1993","11","Nov","Corpus Christi MSA","Adj","164,554"
"1993","12","Dec","Corpus Christi MSA","Adj","165,130"
"1992","01","Jan","Corpus Christi MSA","Adj","158,762"
"1992","02","Feb","Corpus Christi MSA","Adj","158,841"
"1992","03","Mar","Corpus Christi MSA","Adj","159,311"
"1992","04","Apr","Corpus Christi MSA","Adj","159,741"
"1992","05","May","Corpus Christi MSA","Adj","160,022"
"1992","06","Jun","Corpus Christi MSA","Adj","160,345"
"1992","07","Jul","Corpus Christi MSA","Adj","160,548"
"1992","08","Aug","Corpus Christi MSA","Adj","160,779"
"1992","09","Sep","Corpus Christi MSA","Adj","161,159"
"1992","10","Oct","Corpus Christi MSA","Adj","161,620"
"1992","11","Nov","Corpus Christi MSA","Adj","162,081"
"1992","12","Dec","Corpus Christi MSA","Adj","162,475"
"1991","01","Jan","Corpus Christi MSA","Adj","156,468"
"1991","02","Feb","Corpus Christi MSA","Adj","157,070"
"1991","03","Mar","Corpus Christi MSA","Adj","157,562"
"1991","04","Apr","Corpus Christi MSA","Adj","157,744"
"1991","05","May","Corpus Christi MSA","Adj","157,634"
"1991","06","Jun","Corpus Christi MSA","Adj","157,580"
"1991","07","Jul","Corpus Christi MSA","Adj","157,661"
"1991","08","Aug","Corpus Christi MSA","Adj","157,744"
"1991","09","Sep","Corpus Christi MSA","Adj","157,951"
"1991","10","Oct","Corpus Christi MSA","Adj","158,209"
"1991","11","Nov","Corpus Christi MSA","Adj","158,443"
"1991","12","Dec","Corpus Christi MSA","Adj","158,685"
"1990","01","Jan","Corpus Christi MSA","Adj","157,067"
"1990","02","Feb","Corpus Christi MSA","Adj","157,130"
"1990","03","Mar","Corpus Christi MSA","Adj","157,219"
"1990","04","Apr","Corpus Christi MSA","Adj","157,288"
"1990","05","May","Corpus Christi MSA","Adj","157,667"
"1990","06","Jun","Corpus Christi MSA","Adj","158,080"
"1990","07","Jul","Corpus Christi MSA","Adj","158,078"
"1990","08","Aug","Corpus Christi MSA","Adj","157,737"
"1990","09","Sep","Corpus Christi MSA","Adj","157,301"
"1990","10","Oct","Corpus Christi MSA","Adj","156,906"
"1990","11","Nov","Corpus Christi MSA","Adj","156,559"
"1990","12","Dec","Corpus Christi MSA","Adj","156,297"
"2017","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,603,931"
"2017","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,616,367"
"2017","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,624,722"
"2017","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,623,763"
"2017","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,622,234"
"2017","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,622,747"
"2017","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,633,450"
"2017","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,634,200"
"2017","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,663,695"
"2016","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,494,220"
"2016","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,520,199"
"2016","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,530,263"
"2016","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,531,896"
"2016","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,540,841"
"2016","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,546,598"
"2016","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,557,935"
"2016","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,574,726"
"2016","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,587,599"
"2016","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,586,807"
"2016","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,603,936"
"2016","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,607,095"
"2015","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,396,782"
"2015","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,402,256"
"2015","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,408,744"
"2015","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,417,561"
"2015","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,427,668"
"2015","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,437,054"
"2015","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,444,521"
"2015","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,450,033"
"2015","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,455,367"
"2015","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,463,108"
"2015","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,473,575"
"2015","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,484,792"
"2014","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,322,871"
"2014","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,329,923"
"2014","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,336,288"
"2014","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,342,072"
"2014","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,348,180"
"2014","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,354,837"
"2014","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,361,021"
"2014","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,366,495"
"2014","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,372,103"
"2014","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,378,245"
"2014","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,384,604"
"2014","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,390,889"
"2013","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,238,199"
"2013","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,241,506"
"2013","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,246,311"
"2013","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,253,115"
"2013","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,261,699"
"2013","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,271,148"
"2013","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,280,456"
"2013","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,288,974"
"2013","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,296,361"
"2013","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,302,727"
"2013","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,308,856"
"2013","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,315,608"
"2012","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,167,910"
"2012","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,173,665"
"2012","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,178,252"
"2012","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,181,815"
"2012","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,185,469"
"2012","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,189,674"
"2012","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,195,089"
"2012","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,203,157"
"2012","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,213,549"
"2012","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,223,412"
"2012","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,230,599"
"2012","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,235,127"
"2011","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","3,080,451"
"2011","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,088,476"
"2011","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,095,218"
"2011","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,100,450"
"2011","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,105,137"
"2011","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,110,638"
"2011","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,118,013"
"2011","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,127,291"
"2011","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,137,371"
"2011","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,146,921"
"2011","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,155,049"
"2011","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,161,773"
"2010","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,987,205"
"2010","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,995,151"
"2010","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,005,735"
"2010","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,016,847"
"2010","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,026,416"
"2010","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,034,793"
"2010","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","3,042,959"
"2010","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","3,050,114"
"2010","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","3,055,383"
"2010","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","3,059,763"
"2010","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","3,065,119"
"2010","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","3,072,246"
"2009","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,951,842"
"2009","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,946,016"
"2009","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,943,055"
"2009","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,941,929"
"2009","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,940,983"
"2009","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,939,859"
"2009","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,938,634"
"2009","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,936,612"
"2009","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,933,768"
"2009","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,931,380"
"2009","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,930,558"
"2009","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,931,818"
"2008","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,999,770"
"2008","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","3,002,609"
"2008","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","3,004,244"
"2008","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","3,004,781"
"2008","05","May","Dallas-Fort Worth-Arlington MSA","Adj","3,004,020"
"2008","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","3,001,849"
"2008","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,998,570"
"2008","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,994,477"
"2008","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,988,948"
"2008","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,980,847"
"2008","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,970,608"
"2008","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,960,332"
"2007","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,965,759"
"2007","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,965,608"
"2007","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,965,275"
"2007","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,965,157"
"2007","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,966,370"
"2007","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,969,295"
"2007","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,973,262"
"2007","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,977,752"
"2007","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,982,104"
"2007","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,986,417"
"2007","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,991,164"
"2007","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,995,825"
"2006","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,907,941"
"2006","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,911,711"
"2006","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,916,828"
"2006","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,922,825"
"2006","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,928,928"
"2006","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,934,571"
"2006","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,939,833"
"2006","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,944,919"
"2006","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,950,093"
"2006","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,955,782"
"2006","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,961,210"
"2006","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,964,704"
"2005","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,830,316"
"2005","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,833,235"
"2005","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,838,069"
"2005","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,844,526"
"2005","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,851,881"
"2005","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,860,068"
"2005","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,869,775"
"2005","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,880,522"
"2005","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,890,595"
"2005","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,898,282"
"2005","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,902,787"
"2005","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,905,332"
"2004","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,785,586"
"2004","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,789,579"
"2004","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,792,917"
"2004","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,796,279"
"2004","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,799,552"
"2004","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,802,831"
"2004","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,806,482"
"2004","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,810,493"
"2004","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,815,300"
"2004","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,820,847"
"2004","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,825,594"
"2004","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,828,427"
"2003","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,752,316"
"2003","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,751,742"
"2003","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,751,624"
"2003","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,752,254"
"2003","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,753,474"
"2003","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,754,611"
"2003","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,755,228"
"2003","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,756,134"
"2003","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,759,097"
"2003","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,765,018"
"2003","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,772,695"
"2003","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,779,982"
"2002","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,751,552"
"2002","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,755,281"
"2002","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,757,084"
"2002","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,757,116"
"2002","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,757,486"
"2002","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,758,843"
"2002","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,760,867"
"2002","08","Aug","Dallas-Fort Worth-Arlington MSA","Adj","2,762,677"
"2002","09","Sep","Dallas-Fort Worth-Arlington MSA","Adj","2,762,484"
"2002","10","Oct","Dallas-Fort Worth-Arlington MSA","Adj","2,759,621"
"2002","11","Nov","Dallas-Fort Worth-Arlington MSA","Adj","2,755,925"
"2002","12","Dec","Dallas-Fort Worth-Arlington MSA","Adj","2,753,452"
"2001","01","Jan","Dallas-Fort Worth-Arlington MSA","Adj","2,811,151"
"2001","02","Feb","Dallas-Fort Worth-Arlington MSA","Adj","2,812,608"
"2001","03","Mar","Dallas-Fort Worth-Arlington MSA","Adj","2,809,880"
"2001","04","Apr","Dallas-Fort Worth-Arlington MSA","Adj","2,804,360"
"2001","05","May","Dallas-Fort Worth-Arlington MSA","Adj","2,797,597"
"2001","06","Jun","Dallas-Fort Worth-Arlington MSA","Adj","2,790,344"
"2001","07","Jul","Dallas-Fort Worth-Arlington MSA","Adj","2,782,153"
