City,Year,Month,Employment,Unemployment,Unemployment Rate,Labor Force,Rent,House Price,Income,Population
Austin,1994.0,1.0,545763.0,19672.0,3.5,565435.0,,,,18564062.0
Austin,1994.0,2.0,548396.0,19735.0,3.5,568131.0,,,,18564062.0
Austin,1994.0,3.0,550742.0,19560.0,3.4,570302.0,,,,18564062.0
Austin,1994.0,4.0,553926.0,19238.0,3.4,573164.0,,,,18564062.0
Austin,1994.0,5.0,557360.0,18822.0,3.3,576182.0,,,,18564062.0
Austin,1994.0,6.0,560072.0,18604.0,3.2,578676.0,,,,18564062.0
Austin,1994.0,7.0,562443.0,18651.0,3.2,581094.0,,,,18564062.0
Austin,1994.0,8.0,565496.0,18508.0,3.2,584004.0,,,,18564062.0
Austin,1994.0,9.0,569209.0,18067.0,3.1,587276.0,,,,18564062.0
Austin,1994.0,10.0,572745.0,17750.0,3.0,590495.0,,,,18564062.0
Austin,1994.0,11.0,575792.0,17536.0,3.0,593328.0,,,,18564062.0
Austin,1994.0,12.0,578368.0,17351.0,2.9,595719.0,,,,18564062.0
Austin,1995.0,1.0,580552.0,17243.0,2.9,597795.0,,,,18958751.0
Austin,1995.0,2.0,582743.0,17161.0,2.9,599904.0,,,,18958751.0
Austin,1995.0,3.0,584897.0,17337.0,2.9,602234.0,,,,18958751.0
Austin,1995.0,4.0,586795.0,17594.0,2.9,604389.0,,,,18958751.0
Austin,1995.0,5.0,588689.0,17580.0,2.9,606269.0,,,,18958751.0
Austin,1995.0,6.0,590624.0,17586.0,2.9,608210.0,,,,18958751.0
Austin,1995.0,7.0,592508.0,17824.0,2.9,610332.0,,,,18958751.0
Austin,1995.0,8.0,594731.0,18119.0,3.0,612850.0,,,,18958751.0
Austin,1995.0,9.0,597433.0,18283.0,3.0,615716.0,,,,18958751.0
Austin,1995.0,10.0,599735.0,18313.0,3.0,618048.0,,,,18958751.0
Austin,1995.0,11.0,601133.0,18304.0,3.0,619437.0,,,,18958751.0
Austin,1995.0,12.0,602178.0,18311.0,3.0,620489.0,,,,18958751.0
Austin,1996.0,1.0,603705.0,18308.0,2.9,622013.0,,,,19340342.0
Austin,1996.0,2.0,606061.0,18338.0,2.9,624399.0,,,,19340342.0
Austin,1996.0,3.0,608473.0,18571.0,3.0,627044.0,,,,19340342.0
Austin,1996.0,4.0,610344.0,18942.0,3.0,629286.0,,,,19340342.0
Austin,1996.0,5.0,611920.0,19075.0,3.0,630995.0,,,,19340342.0
Austin,1996.0,6.0,613736.0,18916.0,3.0,632652.0,,,,19340342.0
Austin,1996.0,7.0,615962.0,18657.0,2.9,634619.0,,,,19340342.0
Austin,1996.0,8.0,617866.0,18506.0,2.9,636372.0,,,,19340342.0
Austin,1996.0,9.0,619242.0,18988.0,3.0,638230.0,,,,19340342.0
Austin,1996.0,10.0,620448.0,20070.0,3.1,640518.0,,,,19340342.0
Austin,1996.0,11.0,621681.0,20972.0,3.3,642653.0,,,,19340342.0
Austin,1996.0,12.0,622999.0,21218.0,3.3,644217.0,,,,19340342.0
Austin,1997.0,1.0,624311.0,21196.0,3.3,645507.0,,,,19740317.0
Austin,1997.0,2.0,625974.0,21324.0,3.3,647298.0,,,,19740317.0
Austin,1997.0,3.0,627867.0,21118.0,3.3,648985.0,,,,19740317.0
Austin,1997.0,4.0,629452.0,20383.0,3.1,649835.0,,,,19740317.0
Austin,1997.0,5.0,631157.0,19876.0,3.1,651033.0,,,,19740317.0
Austin,1997.0,6.0,633674.0,19740.0,3.0,653414.0,,,,19740317.0
Austin,1997.0,7.0,636484.0,19679.0,3.0,656163.0,,,,19740317.0
Austin,1997.0,8.0,638588.0,19642.0,3.0,658230.0,,,,19740317.0
Austin,1997.0,9.0,639833.0,19311.0,2.9,659144.0,,,,19740317.0
Austin,1997.0,10.0,640955.0,18723.0,2.8,659678.0,,,,19740317.0
Austin,1997.0,11.0,642823.0,18347.0,2.8,661170.0,,,,19740317.0
Austin,1997.0,12.0,645169.0,18308.0,2.8,663477.0,,,,19740317.0
Austin,1998.0,1.0,647614.0,18297.0,2.7,665911.0,,,29234.0,20157531.0
Austin,1998.0,2.0,650184.0,18227.0,2.7,668411.0,,,29234.0,20157531.0
Austin,1998.0,3.0,652665.0,18100.0,2.7,670765.0,,,29234.0,20157531.0
Austin,1998.0,4.0,655001.0,17954.0,2.7,672955.0,,,29234.0,20157531.0
Austin,1998.0,5.0,657147.0,18190.0,2.7,675337.0,,,29234.0,20157531.0
Austin,1998.0,6.0,659070.0,18563.0,2.7,677633.0,,,29234.0,20157531.0
Austin,1998.0,7.0,661197.0,18746.0,2.8,679943.0,,,29234.0,20157531.0
Austin,1998.0,8.0,664106.0,18881.0,2.8,682987.0,,,29234.0,20157531.0
Austin,1998.0,9.0,667493.0,18655.0,2.7,686148.0,,,29234.0,20157531.0
Austin,1998.0,10.0,670779.0,17934.0,2.6,688713.0,,,29234.0,20157531.0
Austin,1998.0,11.0,673687.0,17183.0,2.5,690870.0,,,29234.0,20157531.0
Austin,1998.0,12.0,676458.0,16772.0,2.4,693230.0,,,29234.0,20157531.0
Austin,1999.0,1.0,679354.0,16580.0,2.4,695934.0,,,31513.0,20558220.0
Austin,1999.0,2.0,681928.0,16254.0,2.3,698182.0,,,31513.0,20558220.0
Austin,1999.0,3.0,684438.0,15959.0,2.3,700397.0,,,31513.0,20558220.0
Austin,1999.0,4.0,687427.0,15977.0,2.3,703404.0,,,31513.0,20558220.0
Austin,1999.0,5.0,690724.0,16107.0,2.3,706831.0,,,31513.0,20558220.0
Austin,1999.0,6.0,693712.0,16165.0,2.3,709877.0,,,31513.0,20558220.0
Austin,1999.0,7.0,696032.0,16035.0,2.3,712067.0,,,31513.0,20558220.0
Austin,1999.0,8.0,697775.0,15871.0,2.2,713646.0,,,31513.0,20558220.0
Austin,1999.0,9.0,699581.0,15905.0,2.2,715486.0,,,31513.0,20558220.0
Austin,1999.0,10.0,702269.0,15887.0,2.2,718156.0,,,31513.0,20558220.0
Austin,1999.0,11.0,705469.0,15751.0,2.2,721220.0,,,31513.0,20558220.0
Austin,1999.0,12.0,708500.0,15685.0,2.2,724185.0,,,31513.0,20558220.0
Austin,2000.0,1.0,704085.0,23194.0,3.2,727279.0,,,32908.0,20851820.0
Austin,2000.0,2.0,705910.0,23350.0,3.2,729260.0,,,32908.0,20851820.0
Austin,2000.0,3.0,708320.0,23080.0,3.2,731400.0,,,32908.0,20851820.0
Austin,2000.0,4.0,710468.0,22692.0,3.1,733160.0,,,32908.0,20851820.0
Austin,2000.0,5.0,712853.0,22459.0,3.1,735312.0,,,32908.0,20851820.0
Austin,2000.0,6.0,715510.0,21779.0,3.0,737289.0,,,32908.0,20851820.0
Austin,2000.0,7.0,717754.0,21295.0,2.9,739049.0,,,32908.0,20851820.0
Austin,2000.0,8.0,720264.0,21443.0,2.9,741707.0,,,32908.0,20851820.0
Austin,2000.0,9.0,722637.0,21609.0,2.9,744246.0,,,32908.0,20851820.0
Austin,2000.0,10.0,725166.0,21480.0,2.9,746646.0,,,32908.0,20851820.0
Austin,2000.0,11.0,727896.0,21123.0,2.8,749019.0,,,32908.0,20851820.0
Austin,2000.0,12.0,729931.0,21031.0,2.8,750962.0,,,32908.0,20851820.0
Austin,2001.0,1.0,730492.0,21616.0,2.9,752108.0,,,34530.0,21319622.0
Austin,2001.0,2.0,729501.0,23142.0,3.1,752643.0,,,34530.0,21319622.0
Austin,2001.0,3.0,727290.0,25493.0,3.4,752783.0,,,34530.0,21319622.0
Austin,2001.0,4.0,723844.0,27774.0,3.7,751618.0,,,34530.0,21319622.0
Austin,2001.0,5.0,720820.0,29494.0,3.9,750314.0,,,34530.0,21319622.0
Austin,2001.0,6.0,718842.0,30922.0,4.1,749764.0,,,34530.0,21319622.0
Austin,2001.0,7.0,716483.0,32791.0,4.4,749274.0,,,34530.0,21319622.0
Austin,2001.0,8.0,714246.0,35233.0,4.7,749479.0,,,34530.0,21319622.0
Austin,2001.0,9.0,713274.0,37444.0,5.0,750718.0,,,34530.0,21319622.0
Austin,2001.0,10.0,711791.0,39353.0,5.2,751144.0,,,34530.0,21319622.0
Austin,2001.0,11.0,709881.0,40990.0,5.5,750871.0,,,34530.0,21319622.0
Austin,2001.0,12.0,709083.0,42135.0,5.6,751218.0,,,34530.0,21319622.0
Austin,2002.0,1.0,710227.0,42894.0,5.7,753121.0,,,33259.0,21690325.0
Austin,2002.0,2.0,712607.0,43523.0,5.8,756130.0,,,33259.0,21690325.0
Austin,2002.0,3.0,712965.0,44502.0,5.9,757467.0,,,33259.0,21690325.0
Austin,2002.0,4.0,712331.0,45246.0,6.0,757577.0,,,33259.0,21690325.0
Austin,2002.0,5.0,711944.0,44938.0,5.9,756882.0,,,33259.0,21690325.0
Austin,2002.0,6.0,711299.0,44566.0,5.9,755865.0,,,33259.0,21690325.0
Austin,2002.0,7.0,712842.0,44568.0,5.9,757410.0,,,33259.0,21690325.0
Austin,2002.0,8.0,715847.0,44400.0,5.8,760247.0,,,33259.0,21690325.0
Austin,2002.0,9.0,717031.0,44266.0,5.8,761297.0,,,33259.0,21690325.0
Austin,2002.0,10.0,716170.0,44591.0,5.9,760761.0,,,33259.0,21690325.0
Austin,2002.0,11.0,714929.0,45212.0,5.9,760141.0,,,33259.0,21690325.0
Austin,2002.0,12.0,714322.0,45703.0,6.0,760025.0,,,33259.0,21690325.0
Austin,2003.0,1.0,713737.0,46012.0,6.1,759749.0,,,33254.0,22030931.0
Austin,2003.0,2.0,712748.0,46319.0,6.1,759067.0,,,33254.0,22030931.0
Austin,2003.0,3.0,713074.0,46726.0,6.1,759800.0,,,33254.0,22030931.0
Austin,2003.0,4.0,715134.0,46876.0,6.2,762010.0,,,33254.0,22030931.0
Austin,2003.0,5.0,717426.0,47167.0,6.2,764593.0,,,33254.0,22030931.0
Austin,2003.0,6.0,719880.0,47442.0,6.2,767322.0,,,33254.0,22030931.0
Austin,2003.0,7.0,721363.0,46663.0,6.1,768026.0,,,33254.0,22030931.0
Austin,2003.0,8.0,720791.0,45854.0,6.0,766645.0,,,33254.0,22030931.0
Austin,2003.0,9.0,720159.0,45382.0,5.9,765541.0,,,33254.0,22030931.0
Austin,2003.0,10.0,721136.0,44402.0,5.8,765538.0,,,33254.0,22030931.0
Austin,2003.0,11.0,723480.0,43069.0,5.6,766549.0,,,33254.0,22030931.0
Austin,2003.0,12.0,726415.0,42099.0,5.5,768514.0,,,33254.0,22030931.0
Austin,2004.0,1.0,728645.0,41567.0,5.4,770212.0,,,33347.0,22394023.0
Austin,2004.0,2.0,729872.0,41094.0,5.3,770966.0,,,33347.0,22394023.0
Austin,2004.0,3.0,731213.0,40779.0,5.3,771992.0,,,33347.0,22394023.0
Austin,2004.0,4.0,733218.0,40045.0,5.2,773263.0,,,33347.0,22394023.0
Austin,2004.0,5.0,735264.0,39135.0,5.1,774399.0,,,33347.0,22394023.0
Austin,2004.0,6.0,737435.0,38601.0,5.0,776036.0,,,33347.0,22394023.0
Austin,2004.0,7.0,739570.0,37926.0,4.9,777496.0,,,33347.0,22394023.0
Austin,2004.0,8.0,740093.0,37297.0,4.8,777390.0,,,33347.0,22394023.0
Austin,2004.0,9.0,740735.0,37473.0,4.8,778208.0,,,33347.0,22394023.0
Austin,2004.0,10.0,743279.0,38302.0,4.9,781581.0,,,33347.0,22394023.0
Austin,2004.0,11.0,745906.0,38874.0,5.0,784780.0,,,33347.0,22394023.0
Austin,2004.0,12.0,747940.0,38611.0,4.9,786551.0,,,33347.0,22394023.0
Austin,2005.0,1.0,750242.0,38156.0,4.8,788398.0,,,35769.0,22778123.0
Austin,2005.0,2.0,752641.0,37778.0,4.8,790419.0,,,35769.0,22778123.0
Austin,2005.0,3.0,754552.0,37110.0,4.7,791662.0,,,35769.0,22778123.0
Austin,2005.0,4.0,756786.0,36840.0,4.6,793626.0,,,35769.0,22778123.0
Austin,2005.0,5.0,759303.0,36361.0,4.6,795664.0,,,35769.0,22778123.0
Austin,2005.0,6.0,761470.0,35349.0,4.4,796819.0,,,35769.0,22778123.0
Austin,2005.0,7.0,763951.0,35165.0,4.4,799116.0,,,35769.0,22778123.0
Austin,2005.0,8.0,765921.0,35543.0,4.4,801464.0,,,35769.0,22778123.0
Austin,2005.0,9.0,767267.0,35395.0,4.4,802662.0,,,35769.0,22778123.0
Austin,2005.0,10.0,769062.0,35445.0,4.4,804507.0,,,35769.0,22778123.0
Austin,2005.0,11.0,770508.0,36258.0,4.5,806766.0,,,35769.0,22778123.0
Austin,2005.0,12.0,771763.0,36206.0,4.5,807969.0,,,35769.0,22778123.0
Austin,2006.0,1.0,773182.0,35388.0,4.4,808570.0,,,38086.0,23359580.0
Austin,2006.0,2.0,774791.0,35297.0,4.4,810088.0,,,38086.0,23359580.0
Austin,2006.0,3.0,777539.0,35639.0,4.4,813178.0,,,38086.0,23359580.0
Austin,2006.0,4.0,781182.0,35875.0,4.4,817057.0,,,38086.0,23359580.0
Austin,2006.0,5.0,784823.0,35479.0,4.3,820302.0,,,38086.0,23359580.0
Austin,2006.0,6.0,787885.0,34729.0,4.2,822614.0,,,38086.0,23359580.0
Austin,2006.0,7.0,790582.0,34261.0,4.2,824843.0,,,38086.0,23359580.0
Austin,2006.0,8.0,793696.0,33639.0,4.1,827335.0,,,38086.0,23359580.0
Austin,2006.0,9.0,797259.0,32745.0,3.9,830004.0,,,38086.0,23359580.0
Austin,2006.0,10.0,800551.0,32093.0,3.9,832644.0,,,38086.0,23359580.0
Austin,2006.0,11.0,803882.0,31590.0,3.8,835472.0,,,38086.0,23359580.0
Austin,2006.0,12.0,806314.0,31003.0,3.7,837317.0,,,38086.0,23359580.0
Austin,2007.0,1.0,806211.0,30785.0,3.7,836996.0,,,39374.0,23831983.0
Austin,2007.0,2.0,806827.0,30458.0,3.6,837285.0,,,39374.0,23831983.0
Austin,2007.0,3.0,808661.0,29969.0,3.6,838630.0,,,39374.0,23831983.0
Austin,2007.0,4.0,809240.0,29898.0,3.6,839138.0,,,39374.0,23831983.0
Austin,2007.0,5.0,810827.0,29774.0,3.5,840601.0,,,39374.0,23831983.0
Austin,2007.0,6.0,813439.0,29809.0,3.5,843248.0,,,39374.0,23831983.0
Austin,2007.0,7.0,814938.0,30059.0,3.6,844997.0,,,39374.0,23831983.0
Austin,2007.0,8.0,816175.0,30456.0,3.6,846631.0,,,39374.0,23831983.0
Austin,2007.0,9.0,816880.0,31142.0,3.7,848022.0,,,39374.0,23831983.0
Austin,2007.0,10.0,817393.0,31502.0,3.7,848895.0,,,39374.0,23831983.0
Austin,2007.0,11.0,819275.0,32174.0,3.8,851449.0,,,39374.0,23831983.0
Austin,2007.0,12.0,822286.0,32933.0,3.9,855219.0,,,39374.0,23831983.0
Austin,2008.0,1.0,825759.0,32452.0,3.8,858211.0,,,41609.0,24309039.0
Austin,2008.0,2.0,827334.0,32025.0,3.7,859359.0,,,41609.0,24309039.0
Austin,2008.0,3.0,826824.0,32452.0,3.8,859276.0,,,41609.0,24309039.0
Austin,2008.0,4.0,826423.0,33285.0,3.9,859708.0,,,41609.0,24309039.0
Austin,2008.0,5.0,826645.0,34458.0,4.0,861103.0,,,41609.0,24309039.0
Austin,2008.0,6.0,827211.0,35459.0,4.1,862670.0,,,41609.0,24309039.0
Austin,2008.0,7.0,827523.0,36867.0,4.3,864390.0,,,41609.0,24309039.0
Austin,2008.0,8.0,828199.0,38620.0,4.5,866819.0,,,41609.0,24309039.0
Austin,2008.0,9.0,829327.0,39941.0,4.6,869268.0,,,41609.0,24309039.0
Austin,2008.0,10.0,829501.0,41473.0,4.8,870974.0,,,41609.0,24309039.0
Austin,2008.0,11.0,828063.0,43841.0,5.0,871904.0,,,41609.0,24309039.0
Austin,2008.0,12.0,825085.0,47247.0,5.4,872332.0,,,41609.0,24309039.0
Austin,2009.0,1.0,821910.0,50973.0,5.8,872883.0,,,39015.0,24801761.0
Austin,2009.0,2.0,819936.0,53341.0,6.1,873277.0,,,39015.0,24801761.0
Austin,2009.0,3.0,820333.0,53838.0,6.2,874171.0,,,39015.0,24801761.0
Austin,2009.0,4.0,822671.0,53851.0,6.1,876522.0,,,39015.0,24801761.0
Austin,2009.0,5.0,824397.0,61727.0,7.0,886124.0,,,39015.0,24801761.0
Austin,2009.0,6.0,825814.0,64265.0,7.2,890079.0,,,39015.0,24801761.0
Austin,2009.0,7.0,827380.0,65781.0,7.4,893161.0,,,39015.0,24801761.0
Austin,2009.0,8.0,827813.0,66015.0,7.4,893828.0,,,39015.0,24801761.0
Austin,2009.0,9.0,827348.0,66193.0,7.4,893541.0,,,39015.0,24801761.0
Austin,2009.0,10.0,827620.0,66164.0,7.4,893784.0,,,39015.0,24801761.0
Austin,2009.0,11.0,828707.0,65791.0,7.4,894498.0,,,39015.0,24801761.0
Austin,2009.0,12.0,829464.0,66030.0,7.4,895494.0,,,39015.0,24801761.0
Austin,2010.0,1.0,849041.0,66390.0,7.3,915431.0,,,40078.0,25145561.0
Austin,2010.0,2.0,852315.0,66309.0,7.2,918624.0,,,40078.0,25145561.0
Austin,2010.0,3.0,857056.0,66427.0,7.2,923483.0,,,40078.0,25145561.0
Austin,2010.0,4.0,861386.0,66263.0,7.1,927649.0,,,40078.0,25145561.0
Austin,2010.0,5.0,863146.0,65094.0,7.0,928240.0,,,40078.0,25145561.0
Austin,2010.0,6.0,864197.0,64091.0,6.9,928288.0,,,40078.0,25145561.0
Austin,2010.0,7.0,866860.0,63912.0,6.9,930772.0,,,40078.0,25145561.0
Austin,2010.0,8.0,870136.0,63839.0,6.8,933975.0,,,40078.0,25145561.0
Austin,2010.0,9.0,872422.0,63697.0,6.8,936119.0,,,40078.0,25145561.0
Austin,2010.0,10.0,874328.0,64399.0,6.9,938727.0,,,40078.0,25145561.0
Austin,2010.0,11.0,876579.0,65316.0,6.9,941895.0,1306.0,211105.0,40078.0,25145561.0
Austin,2010.0,12.0,879663.0,64842.0,6.9,944505.0,1318.0,204900.0,40078.0,25145561.0
Austin,2011.0,1.0,883849.0,63724.0,6.7,947573.0,1329.0,199000.0,42948.0,25646389.0
Austin,2011.0,2.0,887972.0,63006.0,6.6,950978.0,1341.0,199000.0,42948.0,25646389.0
Austin,2011.0,3.0,890829.0,62850.0,6.6,953679.0,1350.0,199995.0,42948.0,25646389.0
Austin,2011.0,4.0,892728.0,63081.0,6.6,955809.0,1356.0,205451.5,42948.0,25646389.0
Austin,2011.0,5.0,893657.0,63674.0,6.7,957331.0,1359.0,209000.0,42948.0,25646389.0
Austin,2011.0,6.0,893587.0,64519.0,6.7,958106.0,1362.0,200000.0,42948.0,25646389.0
Austin,2011.0,7.0,895207.0,64802.0,6.8,960009.0,1362.0,200000.0,42948.0,25646389.0
Austin,2011.0,8.0,899228.0,65012.0,6.7,964240.0,1361.0,199043.5,42948.0,25646389.0
Austin,2011.0,9.0,903268.0,64990.0,6.7,968258.0,1361.0,190000.0,42948.0,25646389.0
Austin,2011.0,10.0,906699.0,63366.0,6.5,970065.0,1366.0,189900.0,42948.0,25646389.0
Austin,2011.0,11.0,910001.0,61224.0,6.3,971225.0,1380.0,189000.0,42948.0,25646389.0
Austin,2011.0,12.0,913546.0,59863.0,6.1,973409.0,1387.0,184759.0,42948.0,25646389.0
Austin,2012.0,1.0,917038.0,58983.0,6.0,976021.0,1389.0,184950.0,45943.0,26071655.0
Austin,2012.0,2.0,919705.0,58456.0,6.0,978161.0,1391.0,185983.5,45943.0,26071655.0
Austin,2012.0,3.0,921198.0,57861.0,5.9,979059.0,1388.0,191990.0,45943.0,26071655.0
Austin,2012.0,4.0,922360.0,57253.0,5.8,979613.0,1386.0,197500.0,45943.0,26071655.0
Austin,2012.0,5.0,924758.0,57274.0,5.8,982032.0,1390.0,197000.0,45943.0,26071655.0
Austin,2012.0,6.0,927855.0,57455.0,5.8,985310.0,1400.0,199900.0,45943.0,26071655.0
Austin,2012.0,7.0,930612.0,56875.0,5.8,987487.0,1412.0,199000.0,45943.0,26071655.0
Austin,2012.0,8.0,934851.0,55200.0,5.6,990051.0,1422.0,196900.0,45943.0,26071655.0
Austin,2012.0,9.0,941670.0,53625.0,5.4,995295.0,1428.0,195000.0,45943.0,26071655.0
Austin,2012.0,10.0,947511.0,53036.0,5.3,1000547.0,1434.0,197600.5,45943.0,26071655.0
Austin,2012.0,11.0,950391.0,53155.0,5.3,1003546.0,1444.0,221095.0,45943.0,26071655.0
Austin,2012.0,12.0,952313.0,54442.0,5.4,1006755.0,1449.0,225000.0,45943.0,26071655.0
Austin,2013.0,1.0,954241.0,55429.0,5.5,1009670.0,1450.0,226555.0,46241.0,26473525.0
Austin,2013.0,2.0,956018.0,54740.0,5.4,1010758.0,1451.0,235000.0,46241.0,26473525.0
Austin,2013.0,3.0,958680.0,53988.0,5.3,1012668.0,1452.0,238500.0,46241.0,26473525.0
Austin,2013.0,4.0,962801.0,53839.0,5.3,1016640.0,1458.0,240000.0,46241.0,26473525.0
Austin,2013.0,5.0,966666.0,53894.0,5.3,1020560.0,1466.0,244900.0,46241.0,26473525.0
Austin,2013.0,6.0,969628.0,53623.0,5.2,1023251.0,1474.0,249000.0,46241.0,26473525.0
Austin,2013.0,7.0,972201.0,52539.0,5.1,1024740.0,1481.0,249900.0,46241.0,26473525.0
Austin,2013.0,8.0,974787.0,51729.0,5.0,1026516.0,1490.0,249000.0,46241.0,26473525.0
Austin,2013.0,9.0,976288.0,51862.0,5.0,1028150.0,1499.0,250000.0,46241.0,26473525.0
Austin,2013.0,10.0,977522.0,51395.0,5.0,1028917.0,1507.0,258990.0,46241.0,26473525.0
Austin,2013.0,11.0,981671.0,49590.0,4.8,1031261.0,1524.0,259820.0,46241.0,26473525.0
Austin,2013.0,12.0,986903.0,47792.0,4.6,1034695.0,1534.0,260236.0,46241.0,26473525.0
Austin,2014.0,1.0,991313.0,47167.0,4.5,1038480.0,1547.0,266262.5,49001.0,26944751.0
Austin,2014.0,2.0,995405.0,47571.0,4.6,1042976.0,1556.0,271997.5,49001.0,26944751.0
Austin,2014.0,3.0,998220.0,47003.0,4.5,1045223.0,1565.0,278550.0,49001.0,26944751.0
Austin,2014.0,4.0,999119.0,45402.0,4.3,1044521.0,1572.0,289900.0,49001.0,26944751.0
Austin,2014.0,5.0,1000469.0,44482.0,4.3,1044951.0,1577.0,296990.0,49001.0,26944751.0
Austin,2014.0,6.0,1003323.0,44093.0,4.2,1047416.0,1579.0,299000.0,49001.0,26944751.0
Austin,2014.0,7.0,1005142.0,44269.0,4.2,1049411.0,1584.0,294891.5,49001.0,26944751.0
Austin,2014.0,8.0,1005986.0,44199.0,4.2,1050185.0,1595.0,299000.0,49001.0,26944751.0
Austin,2014.0,9.0,1008238.0,42956.0,4.1,1051194.0,1611.0,295159.0,49001.0,26944751.0
Austin,2014.0,10.0,1010808.0,41729.0,4.0,1052537.0,1626.0,292925.0,49001.0,26944751.0
Austin,2014.0,11.0,1011586.0,40804.0,3.9,1052390.0,1643.0,287000.0,49001.0,26944751.0
Austin,2014.0,12.0,1012529.0,39577.0,3.8,1052106.0,1651.0,299900.0,49001.0,26944751.0
Austin,2015.0,1.0,1015116.0,38353.0,3.6,1053469.0,1659.0,299900.0,51014.0,27429639.0
Austin,2015.0,2.0,1018353.0,37114.0,3.5,1055467.0,1670.0,309990.0,51014.0,27429639.0
Austin,2015.0,3.0,1022039.0,36271.0,3.4,1058310.0,1682.0,314500.0,51014.0,27429639.0
Austin,2015.0,4.0,1026405.0,36362.0,3.4,1062767.0,1692.0,319650.0,51014.0,27429639.0
Austin,2015.0,5.0,1030673.0,36194.0,3.4,1066867.0,1695.0,321000.0,51014.0,27429639.0
Austin,2015.0,6.0,1033921.0,35390.0,3.3,1069311.0,1697.0,325000.0,51014.0,27429639.0
Austin,2015.0,7.0,1036576.0,34855.0,3.3,1071431.0,1701.0,323990.0,51014.0,27429639.0
Austin,2015.0,8.0,1038484.0,34726.0,3.2,1073210.0,1707.0,325000.0,51014.0,27429639.0
Austin,2015.0,9.0,1040210.0,35162.0,3.3,1075372.0,1711.0,325000.0,51014.0,27429639.0
Austin,2015.0,10.0,1043567.0,35875.0,3.3,1079442.0,1712.0,330990.0,51014.0,27429639.0
Austin,2015.0,11.0,1047783.0,36171.0,3.3,1083954.0,1714.0,329900.0,51014.0,27429639.0
Austin,2015.0,12.0,1051446.0,36091.0,3.3,1087537.0,1713.0,339900.0,51014.0,27429639.0
Austin,2016.0,1.0,1053623.0,33539.0,3.1,1087162.0,1719.0,334500.0,,27862596.0
Austin,2016.0,2.0,1059207.0,33113.0,3.0,1092320.0,1725.0,326375.0,,27862596.0
Austin,2016.0,3.0,1061979.0,34804.0,3.2,1096783.0,1733.0,330000.0,,27862596.0
Austin,2016.0,4.0,1060280.0,35360.0,3.2,1095640.0,1736.0,329000.0,,27862596.0
Austin,2016.0,5.0,1063778.0,33866.0,3.1,1097644.0,1741.0,329900.0,,27862596.0
Austin,2016.0,6.0,1068964.0,33518.0,3.0,1102482.0,1742.0,336990.0,,27862596.0
Austin,2016.0,7.0,1074993.0,35225.0,3.2,1110218.0,1740.0,334000.0,,27862596.0
Austin,2016.0,8.0,1076280.0,36363.0,3.3,1112643.0,1735.0,330000.0,,27862596.0
Austin,2016.0,9.0,1074090.0,37774.0,3.4,1111864.0,1730.0,329900.0,,27862596.0
Austin,2016.0,10.0,1071609.0,36042.0,3.3,1107651.0,1729.0,334900.0,,27862596.0
Austin,2016.0,11.0,1073408.0,35119.0,3.2,1108527.0,1732.0,329900.0,,27862596.0
Austin,2016.0,12.0,1075094.0,37805.0,3.4,1112899.0,1726.0,325000.0,,27862596.0
Austin,2017.0,1.0,1088133.0,37850.0,3.4,1125983.0,1718.0,325000.0,,
Austin,2017.0,2.0,1088808.0,41010.0,3.6,1129818.0,1712.0,330000.0,,
Austin,2017.0,3.0,1093004.0,42087.0,3.7,1135091.0,1710.0,336777.5,,
Austin,2017.0,4.0,1096475.0,40566.0,3.6,1137041.0,1712.0,344990.0,,
Austin,2017.0,5.0,1095000.0,38660.0,3.4,1133660.0,1717.0,345000.0,,
Austin,2017.0,6.0,1095170.0,36161.0,3.2,1131331.0,1723.0,345000.0,,
Austin,2017.0,7.0,1097423.0,33429.0,3.0,1130852.0,1728.0,342489.0,,
Austin,2017.0,8.0,1097555.0,35341.0,3.1,1132896.0,1727.0,339500.0,,
Austin,2017.0,9.0,1108008.0,33281.0,2.9,1141289.0,1723.0,335900.0,,
Austin,2017.0,10.0,,,,,1719.0,335000.0,,
Beaumont,1990.0,1.0,160115.0,12913.0,7.5,173028.0,,,,16986335.0
Beaumont,1990.0,2.0,160169.0,12953.0,7.5,173122.0,,,,16986335.0
Beaumont,1990.0,3.0,160626.0,13106.0,7.5,173732.0,,,,16986335.0
Beaumont,1990.0,4.0,161349.0,13383.0,7.7,174732.0,,,,16986335.0
Beaumont,1990.0,5.0,161796.0,13368.0,7.6,175164.0,,,,16986335.0
Beaumont,1990.0,6.0,162035.0,13139.0,7.5,175174.0,,,,16986335.0
Beaumont,1990.0,7.0,162016.0,13159.0,7.5,175175.0,,,,16986335.0
Beaumont,1990.0,8.0,161892.0,13311.0,7.6,175203.0,,,,16986335.0
Beaumont,1990.0,9.0,162323.0,13199.0,7.5,175522.0,,,,16986335.0
Beaumont,1990.0,10.0,163046.0,12894.0,7.3,175940.0,,,,16986335.0
Beaumont,1990.0,11.0,163669.0,12790.0,7.2,176459.0,,,,16986335.0
Beaumont,1990.0,12.0,164315.0,12751.0,7.2,177066.0,,,,16986335.0
Beaumont,1991.0,1.0,168530.0,12654.0,7.0,181184.0,,,,17398005.0
Beaumont,1991.0,2.0,169048.0,12667.0,7.0,181715.0,,,,17398005.0
Beaumont,1991.0,3.0,169528.0,12531.0,6.9,182059.0,,,,17398005.0
